X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,label
0.3280012309551239,0.6845284700393677,-4.116648426588654e-07,0.39088478684425354,0.6763495802879333,-0.021099690347909927,0.4417523443698883,0.6219452023506165,-0.02503209188580513,0.4594030976295471,0.5601370334625244,-0.02951774001121521,0.4703413248062134,0.5069729089736938,-0.030379844829440117,0.41939058899879456,0.5351666212081909,-0.007000770885497332,0.4328846037387848,0.4976745545864105,-0.03188979625701904,0.4214608669281006,0.5499799847602844,-0.04220414534211159,0.4097801446914673,0.5963945388793945,-0.041249942034482956,0.3821510076522827,0.5210801362991333,-0.005799940321594477,0.39692655205726624,0.4904102385044098,-0.03879786282777786,0.385653018951416,0.5593481063842773,-0.0497712641954422,0.37511274218559265,0.6095722317695618,-0.046768106520175934,0.3425087332725525,0.5163634419441223,-0.009369074366986752,0.3520486652851105,0.4851751923561096,-0.042691733688116074,0.3468130826950073,0.5539565682411194,-0.045013707131147385,0.34206461906433105,0.6046590209007263,-0.03420880809426308,0.3029744625091553,0.518639326095581,-0.014258060604333878,0.30345141887664795,0.44679832458496094,-0.0325736440718174,0.3046511709690094,0.4019864797592163,-0.03626580536365509,0.30814430117607117,0.35935646295547485,-0.033009231090545654,I
0.8075531721115112,0.700802743434906,-6.409245543181896e-07,0.7401962876319885,0.6846897602081299,-0.013109263963997364,0.6888365745544434,0.6115317344665527,-0.016481803730130196,0.66943359375,0.5423020720481873,-0.023402368649840355,0.645536482334137,0.4909438490867615,-0.02598530985414982,0.7054073810577393,0.5271682143211365,0.0015376850496977568,0.6845314502716064,0.474649578332901,-0.026097670197486877,0.6915770769119263,0.5311738848686218,-0.03702763840556145,0.7024767398834229,0.5798565149307251,-0.03683629259467125,0.7447959184646606,0.5165244936943054,-0.0030774560291320086,0.7290253043174744,0.4840863347053528,-0.04062528535723686,0.7379686236381531,0.5603624582290649,-0.05193478241562843,0.7487101554870605,0.6127535104751587,-0.048371486365795135,0.7845326662063599,0.5128613114356995,-0.012415685690939426,0.7732508778572083,0.486755907535553,-0.050433993339538574,0.7774715423583984,0.564226508140564,-0.050313081592321396,0.783006489276886,0.6185627579689026,-0.036417920142412186,0.8238516449928284,0.5111368894577026,-0.02253728173673153,0.8142740726470947,0.4383963942527771,-0.043878257274627686,0.8075904846191406,0.3909624516963959,-0.046401966363191605,0.8004263639450073,0.34375181794166565,-0.04141104593873024,I
0.333657443523407,0.6855707764625549,-4.036664904560894e-07,0.39407995343208313,0.6750625967979431,-0.021936515346169472,0.4424804151058197,0.620978832244873,-0.027103107422590256,0.4596104025840759,0.5596508979797363,-0.032788801938295364,0.4701809287071228,0.5064393281936646,-0.034861624240875244,0.4206375777721405,0.5336411595344543,-0.008599151857197285,0.4323882460594177,0.49755412340164185,-0.035381387919187546,0.42087799310684204,0.5499178171157837,-0.047309789806604385,0.4090137481689453,0.5968407392501831,-0.04717962443828583,0.3826138377189636,0.5199675559997559,-0.007468797266483307,0.3961433470249176,0.4901408851146698,-0.04179055616259575,0.3843552768230438,0.5593914985656738,-0.05318230390548706,0.3734559714794159,0.6099306344985962,-0.05035563185811043,0.34288299083709717,0.5157167911529541,-0.01127117220312357,0.35167333483695984,0.48497864603996277,-0.04551508650183678,0.34647443890571594,0.553584635257721,-0.047816578298807144,0.34186461567878723,0.6047711968421936,-0.036863990128040314,0.3036048710346222,0.5189135074615479,-0.01651633344590664,0.3039989173412323,0.4471706748008728,-0.03518256917595863,0.3048897385597229,0.40179574489593506,-0.03878943622112274,0.30804145336151123,0.3584851622581482,-0.035429760813713074,I
0.8066904544830322,0.6996691823005676,-6.420170848286944e-07,0.7392460107803345,0.683566689491272,-0.012248040176928043,0.6880246996879578,0.6106583476066589,-0.015135427936911583,0.6690494418144226,0.540952205657959,-0.021793873980641365,0.6447846293449402,0.4900689721107483,-0.0242384672164917,0.7048484683036804,0.5276861786842346,0.002643526764586568,0.684350848197937,0.47483450174331665,-0.02498604543507099,0.6914132833480835,0.5306023359298706,-0.036101844161748886,0.7023320198059082,0.5793458223342896,-0.03595561906695366,0.7442623376846313,0.5166193842887878,-0.0022696347441524267,0.7284716367721558,0.4837428331375122,-0.03961948677897453,0.7375563979148865,0.5596113204956055,-0.05092795193195343,0.7483747005462646,0.6124221086502075,-0.047309115529060364,0.7839659452438354,0.5123333930969238,-0.011873077601194382,0.7723991274833679,0.4855971932411194,-0.049679629504680634,0.7770276665687561,0.5624878406524658,-0.049464982002973557,0.7829314470291138,0.6168495416641235,-0.03543785586953163,0.8233363032341003,0.5099267363548279,-0.022204002365469933,0.8141531944274902,0.43699923157691956,-0.04316162317991257,0.8077437281608582,0.3897651135921478,-0.045398224145174026,0.8008602261543274,0.3429214358329773,-0.04018588736653328,I
0.32565948367118835,0.6831302046775818,-4.094557368716778e-07,0.388704776763916,0.6765698194503784,-0.022317688912153244,0.4400884807109833,0.6241629123687744,-0.026986200362443924,0.4592847228050232,0.5628103017807007,-0.03196980059146881,0.4698523283004761,0.508411705493927,-0.03316856175661087,0.4175960123538971,0.535262405872345,-0.008338594809174538,0.43197083473205566,0.4985111355781555,-0.03332017362117767,0.42063480615615845,0.5507761836051941,-0.043545499444007874,0.40888044238090515,0.5967663526535034,-0.0427338145673275,0.3806157112121582,0.52032870054245,-0.006720504257827997,0.396384596824646,0.4899994730949402,-0.040135789662599564,0.38523900508880615,0.559051513671875,-0.051214177161455154,0.37405917048454285,0.6092391014099121,-0.04835893213748932,0.3411673903465271,0.5153623819351196,-0.009951471351087093,0.3510967791080475,0.48537373542785645,-0.043773774057626724,0.3467355966567993,0.5535529255867004,-0.04656822606921196,0.3421606719493866,0.60352623462677,-0.0361042246222496,0.3020712733268738,0.5176513195037842,-0.014605749398469925,0.30313193798065186,0.44680947065353394,-0.03356313705444336,0.30445438623428345,0.40197765827178955,-0.0379905179142952,0.30766457319259644,0.35895419120788574,-0.0352865569293499,I
0.8052858114242554,0.6998218894004822,-6.382783794833813e-07,0.7385308742523193,0.6839653253555298,-0.012990755029022694,0.6871373653411865,0.6106274127960205,-0.016472704708576202,0.6677705645561218,0.5409057140350342,-0.02337268739938736,0.6429846882820129,0.49040257930755615,-0.025994084775447845,0.7034401297569275,0.5271615982055664,-6.643271626671776e-05,0.6826542615890503,0.47308799624443054,-0.028305111452937126,0.6891384720802307,0.528496265411377,-0.03952104225754738,0.6997233033180237,0.577913224697113,-0.03937157988548279,0.7431787252426147,0.5162329077720642,-0.004580281674861908,0.7271542549133301,0.4834797978401184,-0.0423855185508728,0.7365925908088684,0.5603421330451965,-0.05332672968506813,0.7476872801780701,0.6136490106582642,-0.04950154572725296,0.7832474708557129,0.5127250552177429,-0.013723766431212425,0.77101069688797,0.48539918661117554,-0.05170339345932007,0.7758764624595642,0.56288743019104,-0.05097967013716698,0.7819159030914307,0.6178251504898071,-0.03673415631055832,0.8230600953102112,0.5114012360572815,-0.023643169552087784,0.8134727478027344,0.43801170587539673,-0.04498903080821037,0.8068692684173584,0.390438973903656,-0.0473901703953743,0.7999008893966675,0.3433082103729248,-0.04233059659600258,I
0.3326115608215332,0.6891356706619263,-4.052940880683309e-07,0.39316123723983765,0.6780009865760803,-0.02127677947282791,0.4420772194862366,0.6230548620223999,-0.025936631485819817,0.4595646262168884,0.5610524415969849,-0.031137986108660698,0.46976056694984436,0.5076334476470947,-0.03274858370423317,0.42006564140319824,0.5352145433425903,-0.007566860876977444,0.43195199966430664,0.49763888120651245,-0.03369322046637535,0.42008304595947266,0.5496712327003479,-0.04536096751689911,0.4081622064113617,0.5967090725898743,-0.045147813856601715,0.38228049874305725,0.521496593952179,-0.006501766387373209,0.3959914743900299,0.4897497296333313,-0.04017241299152374,0.38378119468688965,0.5588915348052979,-0.05140144005417824,0.3726685643196106,0.6096680760383606,-0.048492904752492905,0.34247294068336487,0.5169275999069214,-0.010300537571310997,0.3513851463794708,0.48476314544677734,-0.04379764944314957,0.34617626667022705,0.5529658198356628,-0.04616999998688698,0.34153592586517334,0.6041691899299622,-0.03541872277855873,0.3029969334602356,0.5197033286094666,-0.015473605133593082,0.3037845492362976,0.44705408811569214,-0.0336044579744339,0.304745078086853,0.40136727690696716,-0.03717632591724396,0.3076867461204529,0.3580999970436096,-0.03389353305101395,I
0.8058280944824219,0.7007876634597778,-6.351708634610986e-07,0.7390804290771484,0.6841815710067749,-0.013055894523859024,0.6874175071716309,0.6117702722549438,-0.01693405583500862,0.6678566336631775,0.5431295037269592,-0.024305516853928566,0.6443438529968262,0.49102726578712463,-0.02732524275779724,0.7046802043914795,0.5268315672874451,0.00021368735178839415,0.682960033416748,0.4745335280895233,-0.027771607041358948,0.6904522180557251,0.5296320915222168,-0.03911976516246796,0.7017788290977478,0.5783224701881409,-0.039170246571302414,0.7437386512756348,0.5160712599754333,-0.0045007383450865746,0.7274810075759888,0.4833717942237854,-0.04219304025173187,0.7372646331787109,0.5589746832847595,-0.05357765778899193,0.7484457492828369,0.6125516295433044,-0.050115156918764114,0.7834121584892273,0.5125184655189514,-0.013814016245305538,0.7715741395950317,0.48648032546043396,-0.05158901959657669,0.7763621807098389,0.5636483430862427,-0.05127974972128868,0.7822704911231995,0.6186721920967102,-0.03738711401820183,0.8229578733444214,0.5112274885177612,-0.023929806426167488,0.8138594031333923,0.43810099363327026,-0.044977255165576935,0.8072229027748108,0.39037829637527466,-0.047330569475889206,0.7998908758163452,0.3433287739753723,-0.04233779385685921,I
0.3270898461341858,0.6803991794586182,-4.157983823915856e-07,0.38972553610801697,0.6757668256759644,-0.02278055250644684,0.44102394580841064,0.6239072680473328,-0.02788693644106388,0.4594477117061615,0.5621051788330078,-0.03319951519370079,0.4700823426246643,0.5079095363616943,-0.03463580831885338,0.41872450709342957,0.536358118057251,-0.010119081474840641,0.4330320954322815,0.4981146454811096,-0.03599650040268898,0.42053207755088806,0.5504613518714905,-0.046520210802555084,0.40834876894950867,0.596415638923645,-0.04581386223435402,0.38146138191223145,0.5208501219749451,-0.008275974541902542,0.39770272374153137,0.48854395747184753,-0.04251169413328171,0.3852773606777191,0.5573487877845764,-0.0533207468688488,0.37398287653923035,0.6079180836677551,-0.05008518695831299,0.3419777750968933,0.5151099562644958,-0.011322234757244587,0.35201504826545715,0.48441702127456665,-0.04561362788081169,0.3472743332386017,0.552271842956543,-0.0483010895550251,0.34310540556907654,0.6024956107139587,-0.0376734733581543,0.3033728003501892,0.5166677236557007,-0.015818120911717415,0.30417028069496155,0.4462415874004364,-0.03496692702174187,0.3050161898136139,0.40133213996887207,-0.039633609354496,0.3080829977989197,0.35850295424461365,-0.03712933883070946,I
0.8068573474884033,0.699620246887207,-6.43756948193186e-07,0.7399170398712158,0.6841613054275513,-0.012326649390161037,0.6873432397842407,0.6112486124038696,-0.015361513942480087,0.6673493981361389,0.5421329736709595,-0.022057130932807922,0.6444397568702698,0.4901401400566101,-0.02445029839873314,0.7048351168632507,0.5281615257263184,0.0012909021461382508,0.6826925277709961,0.4737955927848816,-0.026288803666830063,0.6897072196006775,0.5281701683998108,-0.037264857441186905,0.7009526491165161,0.577643096446991,-0.03698553144931793,0.7441976070404053,0.5172253847122192,-0.0034493980929255486,0.7275022864341736,0.484282523393631,-0.04095146059989929,0.7368744611740112,0.5594797730445862,-0.052124280482530594,0.747671902179718,0.6129506826400757,-0.04837356507778168,0.7838852405548096,0.5131399035453796,-0.012740516103804111,0.7713874578475952,0.4860374927520752,-0.050303321331739426,0.7763787508010864,0.5627120733261108,-0.04982563853263855,0.7823657989501953,0.617542564868927,-0.0356978215277195,0.8232664465904236,0.5108658075332642,-0.02276899665594101,0.8138582110404968,0.43811294436454773,-0.0438152551651001,0.8070161938667297,0.390584796667099,-0.04611099883913994,0.7994820475578308,0.34379902482032776,-0.04092467948794365,I
